course,crn,instructor,days,start_time,end_time
COLL 148,25859,"Zimmerman, Carissa Schwander, Jaclynn Lai, Karis",Mon,19:00,19:50
COLL 161,25863,"Zimmerman, Carissa Pham, Joseph",Tue,19:00,19:50
COLL 165,25806,"Zimmerman, Carissa Chen, Wenshi",Thu,19:00,19:50
COLL 166,25864,"Zimmerman, Carissa Quiroz Vargas, Ignacio",Mon,18:00,18:50
COLL 168,25866,"Zimmerman, Carissa Nguyen, Lana",Thu,19:00,19:50
COLL 170,25865,"Zimmerman, Carissa Narra, Suhas",Wed,19:00,19:50
COLL 171,25856,"Zimmerman, Carissa Karsner, Jenny",Mon,20:00,20:50
COLL 173,25807,"Zimmerman, Carissa Jordan, Jacob",Tue,18:00,18:50
COLL 227,25999,"Scott, Kenneth",Mon,19:00,19:50
COLL 300,20289,"Link, Schuyler McCabe, Thomas",Tue,16:00,16:50
MDHM 142,23876,"Brennan, Marcia",Mon,13:00,15:50
MDHM 201,21306,"Shwetz, Katherine","Tue,Thu",13:00,14:15
MDHM 266,25583,"Havens, Dallas","Tue,Thu",16:00,17:15
MDHM 272,23884,"Hammon, Cameron","Mon,Wed,Fri",11:00,11:50
MDHM 272,25589,"Hammon, Cameron","Mon,Wed,Fri",10:00,10:50
MDHM 275,25506,"Jou, Chin","Tue,Thu",16:00,17:15
MDHM 275,25507,"Hemming, Matilda","Tue,Thu",09:25,10:40
MDHM 305,25627,"Bailar, Melissa","Mon,Wed",16:00,17:15
MDHM 312,25564,"Houlik-Ritchey, Emily","Tue,Thu",09:25,10:40
MDHM 315,23821,"Jou, Chin","Tue,Thu",14:30,15:45
MDHM 320,25626,"Hemming, Matilda","Mon,Wed",11:00,12:15
MDHM 335,23874,"Brennan, Marcia",Wed,13:00,15:50
MDHM 378,23911,"Thomsen, Carly","Mon,Wed",14:00,15:15
MDHM 403,21307,"Hemming, Matilda",Thu,16:00,17:15
MDHM 430,21448,"Bailar, Melissa",Tue,16:00,17:15
MDHM 430,24555,"Shwetz, Katherine",Tue,16:00,17:15
CSCI 340,21997,"Moore, Bart","Tue,Thu",09:25,10:40
SMGT 260,20138,"Crossey, Diane","Tue,Thu",10:50,12:05
SMGT 266,21028,"Crossey, Diane","Mon,Wed,Fri",10:00,10:50
SMGT 266,21481,"Crossey, Diane","Mon,Wed,Fri",11:00,11:50
SMGT 276,20570,"Stallings, Tom","Tue,Thu",09:25,10:40
SMGT 276,23083,"Stallings, Tom","Tue,Thu",10:50,12:05
SMGT 320,23084,"Rackley, Steven","Mon,Wed",08:00,09:15
SMGT 350,23641,"Haptonstall, Clark",Tue,13:00,15:30
SMGT 361,21648,"Potter, Carrie",Wed,14:00,16:30
SMGT 364,20152,"Wilka, Stephanie","Mon,Wed",14:00,15:15
SMGT 366,20143,"Rackley, Steven","Tue,Thu",10:50,12:05
SMGT 400,25609,"Wilka, Stephanie","Tue,Thu",16:00,17:15
SMGT 430,25610,"Powers, Scott","Tue,Thu",14:30,15:45
SMGT 440,25611,"Gong, Hua","Tue,Thu",09:25,10:40
SMGT 450,21690,"Rackley, Steven","Tue,Thu",08:00,09:15
SMGT 464,23642,"Wilka, Stephanie","Tue,Thu",14:30,15:45
SMGT 490,23643,"Gong, Hua","Tue,Thu",10:50,12:05
SMGT 530,25612,"Powers, Scott","Tue,Thu",14:30,15:45
SMGT 590,23973,"Gong, Hua","Tue,Thu",10:50,12:05
RELI 101,23632,"Fanger, Claire","Tue,Thu",16:00,17:15
RELI 111,25462,"Bongmba, Elias K.","Mon,Wed,Fri",10:00,10:50
RELI 112,23074,"Willingham, Rochelle","Mon,Wed,Fri",11:00,11:50
RELI 115,25656,"Nwokocha, Eziaku",Mon,16:00,18:29
RELI 142,23635,"Brennan, Marcia",Mon,13:00,15:50
RELI 157,25443,"Pinn, Anthony","Tue,Thu",09:25,10:40
RELI 201,25534,"Cook, David","Mon,Wed,Fri",09:00,09:50
RELI 203,25444,"Henze, Matthias","Tue,Thu",13:00,14:15
RELI 216,25445,"Pinn, Anthony","Tue,Thu",10:50,12:05
RELI 232,24421,"Huntington, Eric","Tue,Thu",13:00,14:15
RELI 271,25446,"Schwarze, Zach","Mon,Wed,Fri",10:00,10:50
RELI 280,23802,"Brunton, Judith Ellen","Tue,Thu",09:25,10:40
RELI 311,25463,"Pinn, Anthony","Tue,Thu",09:25,10:40
RELI 328,25464,"Bongmba, Elias K.","Mon,Wed,Fri",09:00,09:50
RELI 334,25465,"Parsons, William","Tue,Thu",14:30,15:45
RELI 335,22633,"Brennan, Marcia",Wed,13:00,15:50
RELI 350,25472,"Clements, Niki","Tue,Thu",13:00,14:15
RELI 384,21566,"Cook, David","Mon,Wed,Fri",11:00,11:50
RELI 407,25447,"Kripal, Jeffrey",Wed,16:00,18:30
RELI 476,24625,"Wood, Philip","Tue,Thu",16:00,17:15
RELI 528,25466,"Bongmba, Elias K.","Mon,Wed,Fri",09:00,09:50
RELI 587,25770,"Fanger, Claire",Fri,14:00,16:29
RELI 600,25891,"Kripal, Jeffrey",Fri,16:30,17:59
RELI 602,25557,"Kripal, Jeffrey",Fri,13:00,15:30
RELI 607,25467,"Kripal, Jeffrey",Wed,16:00,18:30
RELI 654,25468,"Clements, Niki",Mon,16:00,18:29
RELI 677,25796,"Brunton, Judith Ellen",Thu,11:30,13:29
PORT 206,20581,"Scutti Santos, Helade","Mon,Wed,Fri",11:00,11:50
JAPA 142,20536,"Ozaki, Naoko","Mon,Wed,Fri",09:00,09:50
JAPA 142,20538,"Ozaki, Naoko","Mon,Wed,Fri",10:00,10:50
JAPA 142,20539,"Ozaki, Naoko","Mon,Wed,Fri",11:00,11:50
JAPA 264,22498,"Takayama, Hiromi","Mon,Wed,Fri",10:00,10:50
JAPA 264,22969,"Takayama, Hiromi","Mon,Wed,Fri",12:00,12:50
JAPA 302,22499,"Suzuki, Mamiko","Mon,Wed,Fri",10:00,10:50
JAPA 302,22608,"Suzuki, Mamiko","Mon,Wed,Fri",11:00,11:50
JAPA 402,22609,"Takayama, Hiromi","Mon,Wed,Fri",11:00,11:50
LPAP 100,23953,"Gutierrez, Dexter","Tue,Thu",09:00,09:50
LPAP 101,22118,"Bobet, Jacqueline","Mon,Wed",17:00,17:50
LPAP 102,22367,"Lewis, Kai-Johann","Tue,Thu",09:00,09:50
LPAP 103,22493,"Wu, Chienli",Wed,19:00,20:30
LPAP 103,23954,"Wu, Chienli","Tue,Thu",09:25,10:15
LPAP 105,23729,"Watkins, Chris",Wed,10:00,11:40
LPAP 107,22368,"Gutierrez, Dexter","Tue,Thu",10:00,10:50
LPAP 108,22723,"Peron, Mike","Tue,Thu",13:00,13:50
LPAP 110,22369,"Barron, John","Tue,Thu",09:25,10:15
LPAP 110,22370,"Barron, John","Mon,Wed",09:00,09:50
LPAP 113,21462,"Oliveira, Marcia",Wed,18:40,20:10
LPAP 115,24651,"Dugar Stephenson, Alicia",Mon,11:00,12:40
LPAP 116,24652,"Banta, Jill","Tue,Thu",11:00,11:50
LPAP 118,23153,"Caspersen, Cara","Tue,Thu",14:30,15:20
LPAP 118,23732,"Watkins, Chris","Mon,Wed",15:00,15:50
LPAP 118,24653,"Ho, Faustina",Tue,13:00,14:40
LPAP 120,22371,"Cortez, Kris",Wed,16:00,17:40
LPAP 135,22372,"Bobet, Jacqueline","Mon,Wed",16:00,16:50
LPAP 137,22438,"Banta, Jill",Sat,10:30,12:15
LPAP 138,24654,"Peron, Mike","Tue,Thu",14:00,14:50
LPAP 139,24655,"Rapalaviciute, Indre","Mon,Wed",14:00,14:50
LPAP 144,24656,"Banta, Jill","Tue,Thu",13:00,13:50
LPAP 151,24130,"Rarick, Janet",Tue,15:30,16:40
LPAP 164,23024,"Rodriguez, Jessica","Mon,Wed",13:00,13:50
LPAP 164,23945,"Buls, Guy","Tue,Thu",14:25,15:15
LPAP 166,22375,"McGuffee, Maggie",Wed,14:15,15:55
LPAP 170,22720,"Lewis, Kai-Johann","Tue,Thu",10:00,10:49
LPAP 170,24157,"Horvilleur, Denise","Mon,Wed",09:30,10:20
LPAP 170,24158,"Horvilleur, Denise","Mon,Wed",10:30,11:20
LPAP 170,24169,"Horvilleur, Denise","Mon,Wed",11:30,12:20
LPAP 170,24657,"Dugar Stephenson, Alicia",Mon,13:00,14:40
LPAP 171,22126,"Lewis, Kai-Johann","Tue,Thu",08:00,08:50
LPAP 171,24658,"Hun, Amy","Mon,Wed",09:00,09:50
LPAP 172,22376,"Gorman, Dan","Mon,Wed",13:00,13:50
LPAP 172,22721,"Gorman, Dan","Tue,Thu",11:00,11:50
LPAP 175,22132,"Wu, Ernie",Wed,19:00,20:30
LPAP 175,23025,"Wu, Ernie","Tue,Thu",09:25,10:15
LPAP 176,24180,"Nipe, Kenneth","Mon,Wed",09:00,09:50
LPAP 178,22133,"Buergermeister, Jennifer",Fri,16:30,18:00
LPAP 180,22127,"Oliveira, Marcia","Tue,Thu",17:30,18:20
LPAP 181,22377,"Oliveira, Marcia","Tue,Thu",18:30,19:20
LPAP 183,23559,"Wright, Andrew","Tue,Thu",14:25,15:15
LPAP 186,22119,"Lott, Christine","Mon,Wed",13:00,13:50
LPAP 186,22120,"Lott, Christine","Mon,Wed",14:00,14:50
LPAP 190,24659,"Cortez, Kris",Sat,10:00,12:00
LPAP 194,22378,"Baber, Jim",Wed,18:30,21:59
LPAP 197,22124,"Oliveira, Marcia",Wed,17:00,18:30
LPAP 198,22121,"Hastings, Lisa",Wed,17:00,18:30
LEAD 205,25954,"Ullom, Kelsey Heckler, Michi",Fri,12:00,12:50
LEAD 216,22957,"Brown, Melia",Fri,15:00,15:50
LEAD 260,25578,"Vann, Elizabeth","Tue,Thu",10:50,12:05
LEAD 305,26001,"Ullom, Kelsey",Tue,17:30,19:10
LEAD 340,23447,"Avery, Vida",Wed,16:00,18:50
LEAD 403,22958,"Reyna, Veronica",Wed,15:00,17:30
CLIC 369,22148,"Stasevicius, Maria","Mon,Wed,Fri",10:00,10:50
SSPB 501,23472,"Bennett, Matthew","Tue,Thu",10:50,12:05
SOPE 502,22433,"Snell, Clete",Thu,17:30,20:00
SOPE 506,22434,"Kulesza, Christopher",Wed,17:45,20:45
SOPE 508,22435,"Baumgartner, Erin",Tue,17:30,20:30
SOPE 510,23135,"Potter, Daniel",Mon,18:00,21:00
SOPE 512,23744,"Perry, Steven",Wed,16:30,17:30
SWGS 100,23380,"Overdorf, Vic","Tue,Thu",10:50,12:05
SWGS 200,24608,"Thomsen, Carly","Mon,Wed",16:00,17:15
SWGS 238,25602,"Overdorf, Vic",Thu,14:30,17:00
SWGS 325,23077,"Diaz, Christina","Tue,Thu",14:30,15:45
SWGS 385,24609,"Riedel, Brian","Tue,Thu",10:50,12:05
SWGS 497,20139,"Dong, Anzi Riedel, Brian",Mon,13:00,14:59
SWGS 501,24040,"Lurie, Susan",Tue,14:30,17:00
GERM 142,23516,"Baig, Fatima","Mon,Wed,Fri",12:00,12:50
GERM 264,24046,"Baig, Fatima","Mon,Wed,Fri",13:00,13:50
GERM 302,22427,"Suetterlin, Nicole","Tue,Thu",14:30,15:45
GERM 326,24562,"Oesmann, Astrid",Wed,16:00,18:29
GERM 335,24563,"Blumenthal-Barby, Martin","Tue,Thu",10:50,12:05
GERM 336,24564,"Blumenthal-Barby, Martin","Tue,Thu",09:25,10:40
GERM 541,24179,"Baig, Fatima","Mon,Wed,Fri",11:00,11:50
EDUC 301,24672,"Austin, Meredith","Mon,Wed",14:00,15:15
EDUC 316,20942,"Kohn, Lawrence",Thu,18:00,20:30
EDUC 316,24674,"Villarreal, Javier",Wed,18:00,20:30
EDUC 320,20367,"Sanchez, Christal",Tue,18:00,20:30
EDUC 477,25811,"Kraut, Rachel",Thu,18:00,20:30
EDUC 501,24673,"Austin, Meredith","Mon,Wed",14:00,15:15
EDUC 516,20941,"Kohn, Lawrence",Thu,18:00,20:30
EDUC 516,24006,"Villarreal, Javier",Wed,18:00,20:30
EDUC 520,22125,"Sanchez, Christal",Tue,18:00,20:30
EDUC 540,23448,"Rangel, Brenda",Wed,18:00,20:30
EDUC 590,23116,"Sarabia, Sam",Tue,18:00,20:30
EDUC 597,24273,"Amstutz, Steven",Mon,18:00,20:30
EDUC 677,25812,"Kraut, Rachel",Thu,18:00,20:30
PHYS 100,23224,"Hoeink, Julie",Thu,16:00,16:50
PHYS 102,20006,"Yu, Lam Dunning, Barry Hazzard, Kaden Cone, Michael Hoeink, Julie Xie, Yonglong","Mon,Wed",09:00,09:50
PHYS 104,20553,"Xie, Yonglong",Thu,08:25,09:15
PHYS 104,20554,"Xie, Yonglong",Thu,09:25,10:15
PHYS 104,20555,"Cone, Michael",Thu,16:00,16:50
PHYS 104,20556,"Cone, Michael",Fri,09:00,09:50
PHYS 104,20557,"Dunning, Barry",Fri,09:00,09:50
PHYS 104,20558,"Hazzard, Kaden",Fri,09:00,09:50
PHYS 104,22094,"Dunning, Barry",Fri,10:00,10:50
PHYS 104,20559,"Hazzard, Kaden",Fri,10:00,10:50
PHYS 104,20560,"Hazzard, Kaden",Fri,14:00,14:50
PHYS 104,20561,"Hoeink, Julie",Fri,15:00,15:50
PHYS 104,22347,"Hoeink, Julie",Fri,09:00,09:50
PHYS 104,24579,"Xie, Yonglong",Thu,16:00,16:50
PHYS 104,25927,"Yu, Lam",Fri,09:00,09:50
PHYS 104,25928,"Yu, Lam",Thu,08:25,09:15
PHYS 112,20007,"Yi, Ming Dodds, Stanley","Mon,Wed,Fri",09:00,09:50
PHYS 126,20008,"Stenson, Jared Dodds, Stanley Bonomo, Melia Beaird, Robert Acosta, Darin","Wed,Fri",10:00,10:50
PHYS 128,23673,"Beaird, Robert",Tue,08:25,09:15
PHYS 128,23674,"Stenson, Jared",Tue,09:25,10:15
PHYS 128,23675,"Acosta, Darin",Tue,16:00,16:50
PHYS 128,23676,"Acosta, Darin",Mon,09:00,09:50
PHYS 128,23679,"Acosta, Darin",Mon,10:00,10:50
PHYS 128,23680,"Stenson, Jared",Mon,10:00,10:50
PHYS 128,23681,"Beaird, Robert",Mon,10:00,10:50
PHYS 128,23682,"Bonomo, Melia",Mon,10:00,10:50
PHYS 128,23683,"Beaird, Robert",Mon,14:00,14:50
PHYS 128,23684,"Stenson, Jared",Mon,15:00,15:50
PHYS 202,20009,"Hafner, Jason Yu, Lam","Mon,Wed,Fri",09:00,09:50
PHYS 302,20010,"Long, Andrew Bradshaw, Stephen","Tue,Thu",09:25,10:40
PHYS 302,20010,"Long, Andrew Bradshaw, Stephen",Thu,16:00,17:15
PHYS 312,20011,"Bulchandani, Vir Li, Wei","Mon,Wed,Fri",11:00,11:50
PHYS 355,20137,"Onuchic, Jose","Tue,Thu",14:30,15:45
PHYS 412,20012,"Nordlander, Peter","Tue,Thu",14:30,15:45
PHYS 416,20013,"Toffoletto, Frank","Tue,Thu",13:00,14:15
PHYS 477,25654,"Liang, Edison","Tue,Thu",10:50,12:05
PHYS 494,20014,"Geurts, Frank Hulet, Randy",Mon,15:00,17:59
PHYS 512,25937,"Zhu, Hanyu","Mon,Wed",16:00,17:15
PHYS 517,20159,"Toffoletto, Frank","Tue,Thu",13:00,14:15
PHYS 522,20015,"Pu, Han","Tue,Thu",14:30,15:45
PHYS 526,20016,"Dai, Pengcheng","Mon,Wed,Fri",10:00,10:50
PHYS 532,20017,"Chan, Anthony","Mon,Wed,Fri",11:00,11:50
PHYS 535,20380,"Han, Yimo","Mon,Wed,Fri",11:00,11:50
PHYS 551,24580,"Onuchic, Jose","Tue,Thu",16:00,17:15
PHYS 568,24581,"Si, Qimiao","Tue,Thu",10:50,12:05
PHYS 571,24582,"Pagano, Guido","Mon,Wed,Fri",13:00,13:50
PHYS 664,24583,"Foster, Matthew","Tue,Thu",09:25,10:40
HEAL 103,20167,"Anding, Roberta","Tue,Thu",09:25,10:40
HEAL 132,23724,"Kabiri, Laura","Mon,Wed",08:00,09:15
HEAL 212,24547,"Kusters, Isabelle","Tue,Thu",09:25,10:40
HEAL 222,21734,"Diep, Cassandra","Mon,Wed,Fri",10:00,10:50
HEAL 313,20130,"Diep, Cassandra","Tue,Thu",13:00,14:15
HEAL 376,23928,"Ramphul, Ryan","Mon,Wed",14:00,15:15
HEAL 407,23504,"Onwuka, Amanda","Tue,Thu",14:30,15:45
HEAL 412,23136,"Kusters, Isabelle","Tue,Thu",10:50,12:05
HEAL 422,20082,"Perkins, Heidi","Mon,Wed,Fri",09:00,09:50
HEAL 498,24552,"Onwuka, Amanda",Wed,13:00,15:30
HEAL 507,23505,"Onwuka, Amanda","Tue,Thu",14:30,15:45
HEAL 522,20610,"Perkins, Heidi","Mon,Wed,Fri",09:00,09:50
ARAB 142,21179,"Elsherbiny, Hossam","Mon,Wed,Fri",09:00,09:50
ARAB 264,21723,"Elsherbiny, Hossam","Mon,Wed,Fri",10:00,10:50
ARAB 302,24419,"Elsherbiny, Hossam","Mon,Wed,Fri",11:00,11:50
CHIN 142,22381,"Yeh, Meng","Mon,Wed,Fri",12:00,12:50
CHIN 142,20532,"Yeh, Meng","Mon,Wed,Fri",10:00,10:50
CHIN 264,20392,"Fu, Liang","Mon,Wed,Fri",10:00,10:50
CHIN 302,24048,"Fu, Liang","Mon,Wed,Fri",11:00,11:50
CHIN 311,23755,"Hsu, Wei-Li","Mon,Wed,Fri",14:00,14:50
CHIN 329,25636,"Fu, Liang","Mon,Wed,Fri",14:00,14:50
CHIN 402,21996,"Hsu, Wei-Li","Mon,Wed,Fri",12:00,12:50
HIST 102,23590,"Caldwell, Carl","Mon,Wed,Fri",09:00,09:50
HIST 112,24522,"Takriti, Abdel Razzaq","Tue,Thu",09:25,10:40
HIST 201,25582,"Henze, Matthias","Tue,Thu",13:00,14:15
HIST 220,23591,"Lopez Alonso, Moramay","Tue,Thu",10:50,12:05
HIST 227,23010,"Correa Ochoa, Laura","Tue,Thu",16:00,17:15
HIST 238,25530,"Gan, Quan","Tue,Thu",14:30,15:45
HIST 246,23594,"McDaniel, Caleb","Tue,Thu",09:25,10:40
HIST 249,24524,"Wildenthal, Lora","Tue,Thu",13:00,14:15
HIST 250,23012,"Metcalf, Alida","Mon,Wed,Fri",10:00,10:50
HIST 260,24525,"Tomasson, Julia","Tue,Thu",09:25,10:40
HIST 269,25532,"Osei-Opare, Nana","Tue,Thu",10:50,12:05
HIST 307,23597,"Wright, Susannah","Mon,Wed,Fri",10:00,10:50
HIST 325,24526,"Campos, Luis","Mon,Wed",14:00,15:15
HIST 332,24527,"Sidbury, James","Mon,Wed,Fri",13:00,13:50
HIST 346,24530,"Petrick, Elizabeth","Mon,Wed,Fri",11:00,11:50
HIST 359,24532,"Citino, Nathan","Mon,Wed,Fri",09:00,09:50
HIST 361,26018,"Mogen, Philip","Tue,Thu",16:00,17:15
HIST 365,24533,"Lopez Alonso, Moramay","Tue,Thu",14:30,15:45
HIST 368,24424,"Balabanlilar, Lisa",Mon,18:30,21:00
HIST 378,24534,"Takriti, Abdel Razzaq","Tue,Thu",13:00,14:15
HIST 380,25573,"Lu, Sidney","Tue,Thu",10:50,12:05
HIST 390,22643,"Hall, Randal",Wed,18:00,20:30
HIST 391,24535,"Campos, Luis","Mon,Wed",16:00,17:15
HIST 392,23601,"Pollnitz, Aysha","Mon,Wed,Fri",15:00,15:50
HIST 404,22717,"Mogen, Philip",Tue,18:30,21:00
HIST 414,24536,"Caldwell, Carl",Mon,14:00,16:30
HIST 464,24537,"Shimizu, Sayuri",Wed,13:00,15:30
HIST 497,24538,"McDaniel, Caleb",Thu,13:00,15:30
HIST 514,25529,"Petrick, Elizabeth",Mon,14:00,16:29
HIST 570,24541,"Hall, Randal",Tue,13:00,15:30
HIST 579,24542,"Bryant, Sherwin",Wed,09:00,11:30
HIST 580,23706,"Sidbury, James",Thu,13:00,15:30
HIST 590,24543,"Ward, Kerry",Wed,14:00,16:30
PSYC 101,20106,"Nicolaou, Colette","Tue,Thu",10:50,12:05
PSYC 101,20168,"Nicolaou, Colette","Tue,Thu",13:00,14:15
PSYC 101,22613,"Hooge, Kim","Mon,Wed,Fri",10:00,10:50
PSYC 102,22067,"Khalid, Maha",Thu,16:00,16:50
PSYC 202,20108,"Parsons, Sandra","Mon,Wed,Fri",13:00,13:50
PSYC 203,20107,"Hooge, Kim","Mon,Wed,Fri",14:00,14:50
PSYC 203,22327,"Maynard, Mark","Tue,Thu",09:25,10:40
PSYC 203,22328,"Byrne, Michael","Mon,Wed,Fri",13:00,13:50
PSYC 231,22704,"Fernandez Castillo, Gabi","Tue,Thu",08:00,09:15
PSYC 308,23051,"Zahn, Rachel","Mon,Wed,Fri",10:00,10:50
PSYC 310,24628,"Zahn, Rachel","Mon,Wed,Fri",14:00,14:50
PSYC 311,23134,"Adam, Kirsten","Tue,Thu",09:25,10:40
PSYC 321,21334,"Westmoreland, Kirsten","Mon,Wed,Fri",10:00,10:50
PSYC 330,23052,"Westmoreland, Kirsten","Mon,Wed,Fri",11:00,11:50
PSYC 332,25888,"Garcini, Luz Mistry, Sejal","Mon,Wed",15:00,16:15
PSYC 333,24629,"Lesane-Brown, Chase","Tue,Thu",13:00,14:15
PSYC 340,21453,"Hooge, Kim","Mon,Wed,Fri",11:00,12:10
PSYC 340,21454,"Zahn, Rachel","Tue,Thu",14:30,16:15
PSYC 345,23761,"Standen, Erin","Tue,Thu",09:25,10:40
PSYC 346,25935,"Fagundes, Christopher",Wed,15:00,17:30
PSYC 351,24630,"DeLucia, Pat","Tue,Thu",13:00,14:15
PSYC 353,23053,"Westmoreland, Kirsten","Tue,Thu",09:25,10:40
PSYC 354,24631,"Denny, Bryan","Tue,Thu",14:30,15:45
PSYC 362,21083,"Moore, Bart","Mon,Wed,Fri",11:00,11:50
PSYC 362,22873,"Maynard, Mark","Tue,Thu",14:30,15:45
PSYC 366,22068,"Denny, Bryan","Tue,Thu",16:00,17:15
PSYC 440,24632,"Sun, Tianjun",Mon,14:00,16:30
PSYC 441,24633,"Chen, Jing","Tue,Thu",14:30,15:45
PSYC 455,22616,"Nicolaou, Colette","Tue,Thu",09:25,10:40
PSYC 480,24634,"Maynard, Mark","Mon,Wed,Fri",09:00,09:50
PSYC 480,24635,"Parsons, Sandra","Mon,Wed,Fri",14:00,14:50
PSYC 488,20242,"Adam, Kirsten",Thu,08:25,09:15
PSYC 488,20243,"Zahn, Rachel",Thu,08:25,09:15
PSYC 488,21337,"Beier, Margaret",Thu,08:25,09:15
PSYC 488,20247,"Byrne, Michael",Thu,08:25,09:15
PSYC 488,20548,"Chen, Jing",Thu,08:25,09:15
PSYC 488,20279,"DeLucia, Pat",Thu,08:25,09:15
PSYC 488,20981,"Denny, Bryan",Thu,08:25,09:15
PSYC 488,20109,"Fagundes, Christopher",Thu,08:25,09:15
PSYC 488,21338,"Fischer-Baum, Simon",Thu,08:25,09:15
PSYC 488,21170,"Garcini, Luz",Thu,08:25,09:15
PSYC 488,20244,"Hebl, Mikki",Thu,08:25,09:15
PSYC 488,22617,"Hooge, Kim",Thu,08:25,09:15
PSYC 488,22069,"Jordan, Danielle",Thu,08:25,09:15
PSYC 488,20983,"King, Eden",Thu,08:25,09:15
PSYC 488,20245,"Kortum, Philip",Thu,08:25,09:15
PSYC 488,21129,"Sun, Tianjun",Thu,08:25,09:15
PSYC 488,20246,"Lesane-Brown, Chase",Thu,08:25,09:15
PSYC 488,20982,,Thu,08:25,09:15
PSYC 488,20549,"Maynard, Mark",Thu,08:25,09:15
PSYC 488,23060,"Moore, Bart",Thu,08:25,09:15
PSYC 488,20980,"Nicolaou, Colette",Thu,08:25,09:15
PSYC 488,22618,"Standen, Erin",Thu,08:25,09:15
PSYC 488,23061,"Parsons, Sandra",Thu,08:25,09:15
PSYC 488,23062,"Salas, Eduardo",Thu,08:25,09:15
PSYC 488,23063,"Westmoreland, Kirsten",Thu,08:25,09:15
PSYC 503,20111,"Osborn, Seth","Tue,Thu",13:00,14:15
PSYC 520,23064,"Adam, Kirsten",Mon,15:00,17:30
PSYC 529,20112,"Adam, Kirsten",Mon,12:30,13:59
PSYC 531,20114,"Chen, Jing",Tue,12:10,12:55
PSYC 532,21171,"Adam, Kirsten",Mon,12:30,13:59
PSYC 533,20113,"Brossoit, Rebecca",Mon,12:00,12:50
PSYC 541,24636,"Chen, Jing","Tue,Thu",14:30,15:45
PSYC 549,24637,"Fagundes, Christopher",Fri,09:00,11:30
PSYC 571,20994,"Adam, Kirsten",Wed,08:00,08:50
PSYC 571,20115,"Beier, Margaret",Wed,08:00,08:50
PSYC 571,20993,"Byrne, Michael",Wed,08:00,08:50
PSYC 571,21342,"Chen, Jing",Wed,08:00,08:50
PSYC 571,20995,"DeLucia, Pat",Wed,08:00,08:50
PSYC 571,20996,"Denny, Bryan",Wed,08:00,08:50
PSYC 571,20845,"Fagundes, Christopher",Wed,08:00,08:50
PSYC 571,22621,"Fischer-Baum, Simon",Wed,08:00,08:50
PSYC 571,22622,"Garcini, Luz",Wed,08:00,08:50
PSYC 571,21343,"Hebl, Mikki",Wed,08:00,08:50
PSYC 571,21173,"Jordan, Danielle",Wed,08:00,08:50
PSYC 571,20997,"King, Eden",Wed,08:00,08:50
PSYC 571,20846,"Kortum, Philip",Wed,08:00,08:50
PSYC 571,20998,"Sun, Tianjun",Wed,08:00,08:50
PSYC 571,20847,"Standen, Erin",Wed,08:00,08:50
PSYC 571,20848,,Wed,08:00,08:50
PSYC 571,23067,"Salas, Eduardo",Wed,08:00,08:50
PSYC 571,23787,"Brossoit, Rebecca",Wed,08:00,08:50
PSYC 600,22071,"Byrne, Michael",Wed,14:00,14:50
PSYC 630,23325,"Mueller, Stephen",Wed,13:00,15:30
PSYC 630,23793,"Brossoit, Rebecca",Mon,15:00,17:30
PSYC 634,22329,"Beier, Margaret",Wed,09:00,11:30
PSYC 636,23110,"Brossoit, Rebecca",Tue,10:00,12:30
PSYC 660,24638,"Kortum, Philip","Tue,Thu",10:50,12:05
NEUR 362,21084,"Moore, Bart","Mon,Wed,Fri",11:00,11:50
NEUR 362,22876,"Maynard, Mark","Tue,Thu",14:30,15:45
NEUR 411,25674,"Kemmer, Suzanne","Tue,Thu",10:50,12:05
NEUR 416,25980,"Flynn, Jonathan","Mon,Wed,Fri",11:00,11:50
NAVA 103,20330,"Hansen, Trevor","Mon,Wed",10:50,12:10
NAVA 301,20105,"Davis, Danyelle","Mon,Wed",08:00,09:15
NAVA 304,20331,"Hansen, Trevor","Mon,Wed",09:25,10:45
NAVA 402,21110,"Kinter, Michael","Tue,Thu",08:00,09:15
LING 200,22645,"Englebretson, Robert","Tue,Thu",09:25,10:40
LING 301,22647,"Crouch, Caroline","Mon,Wed,Fri",11:00,11:50
LING 303,24361,"McCleary, Bryce","Tue,Thu",13:00,14:15
LING 306,21145,"Kemmer, Suzanne","Tue,Thu",14:30,15:45
LING 400,22313,"McCleary, Bryce","Tue,Thu",09:25,10:40
LING 411,25659,"Kemmer, Suzanne","Tue,Thu",10:50,12:05
LING 419,25658,"Crouch, Caroline","Mon,Wed,Fri",13:00,13:50
LING 477,25769,"Niedzielski, Nancy","Mon,Wed,Fri",10:00,10:50
LING 499,23029,"Crouch, Caroline","Mon,Wed",16:00,17:15
HUMA 111,21520,"McGill, Scott","Mon,Wed,Fri",16:00,16:50
HUMA 139,25644,"Duno-Gottberg, Luis","Tue,Thu",16:00,17:15
HUMA 140,25647,"Duquet, Valentin","Wed,Fri",11:00,12:15
HUMA 201,20172,"Worth, David","Tue,Thu",13:00,14:15
HUMA 210,20200,"LaBove, Shannon",Tue,18:00,19:59
HUMA 308,23941,"LaBove, Shannon","Tue,Thu",10:50,12:05
HUMA 310,20249,"Worth, David",Tue,16:00,18:00
HUMA 314,24544,"Worth, David","Tue,Thu",10:50,12:05
